"abn","geo-address","Health Board","hospital-name","hospital-type","phone-num-switch","related-hospital-expanded","related-hosp-peer-group","related-logo","related-job-lead","remoteness","state","stripe-ID","Creation Date","Modified Date","Slug","Creator","unique id"
"","Raslie Rd, Wallumbilla North QLD 4428","","Wallumbilla Outpatients Clinic","Public","","1693732620155x355632857097123000","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965284559x583131307991499900"
"","14 Henderson Rd, Wandoan QLD 4419","","Wandoan Hospital","Public","","1693732619369x511503436248056200","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284560x119099737304562140"
"","Cudal NSW 2864","","Cudal","Public","","1693732619522x304177514408956500","1676964822596x532239106604267970","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284560x287104697102577250"
"","","","Dimbulah Outpatients Clinic","Public","","1693732619665x693137320440664800","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284560x403480313850568260"
"","24 Marma St, Murtoa VIC 3390","","Dunmunkle Health Services [Murtoa]","Public","","1693732619813x103104433294614940","1676964822596x532239106604267970","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284560x521648450659497600"
"","","","Duaringa Outpatients Clinic","Public","","1693732619966x607574471852035500","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:17 pm","","(App admin)","1676965284560x746267863197685400"
"","76 Sooning St, Nelly Bay QLD 4819","","Magnetic Island Health Service Centre","Public","","1693732618757x702705642207179760","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284561x190665804246916030"
"","984 Rubyvale Rd, The Gemfields QLD 4702","","Gemfields Outpatients Clinic","Public","","1693732618909x742139125977310500","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284561x370778607399047550"
"","46 Patrick St, Malanda QLD 4885","","Malanda Outpatients Clinic","Public","","1693732619062x827404726854068500","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284561x636788642597173900"
"","Wellington road,, Gulgong NSW","","Gulgong","Public","","1693732619214x607619127817883500","1676964822596x532239106604267970","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284561x871066930528825200"
"","Torquay Rd, Latrobe TAS 7307","","Moonie Outpatients Clinic","Public","","1693732618304x686527662432345300","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284562x328613077125895300"
"","45 Palm Ave, Millaa Millaa QLD 4886","","Millaa Millaa Outpatients Clinic","Public","","1693732618463x933555445165895200","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284562x453724422892943100"
"","Ravenshoe QLD 4888","","Ravenshoe Outpatients Clinic","Public","","1693732618609x493381893548091840","1676964822596x532239106604267970","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284562x845628615591932800"
"","","","Tingha (MPS)","Public","","1693732618147x621171570993159760","1676964822596x532239106604267970","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284563x925727054754742300"
"","Yamba Dr, Garran ACT 2605","","Canberra Hospital & Health Services","Public","","1693732617360x897724454304956700","1676964822596x317082846857919000","","","","ACT","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284569x108133798052923120"
"","105 Rocklands Dr, Tiwi NT 0810","","Royal Darwin Hospital","Public","","1693732617506x288789956916417600","1676964822596x317082846857919000","","","","NT","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284569x256903692350132900"
"","145 Studley Rd, Heidelberg VIC 3084","","Austin Hospital [Heidelberg]","Public","","1693732617649x342408326477020800","1676964822596x317082846857919000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284569x262131967333938620"
"","100 Angus Smith Dr, Douglas QLD 4814","","The Townsville Hospital","Public","","1693732617802x933694183364027300","1676964822596x317082846857919000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284569x326795001103314700"
"","Hospital Rd, Concord NSW 2139","","Concord","Public","","1693732617954x949487646651005600","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284569x327577953884819600"
"","Flinders Dr, Bedford Park SA 5042","","Flinders Medical Centre","Public","","1693732617214x770402133806270700","1676964822596x317082846857919000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284570x743090744264206300"
"","1 Hospital Blvd, Southport QLD 4215","","Gold Coast Hospital  ","Public","","1693732616762x384235108438796000","1676964822596x317082846857919000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284571x552881029012775500"
"3287492","Bellerine St, Geelong VIC 3220, Australia","","Geelong Hospital","Public","424242","1693732616913x594416339366012400","1676964822596x317082846857919000","1694493141685x673263504819224600","louisjsisk+f3974893@gmail.com","","VIC","cus_OSHAFKCgFFTlka","Feb 21, 2023 6:41 pm","Nov 20, 2023 3:31 pm","","(App admin)","1676965284571x618612782994686300"
"","Arts Centre, Queen's Park, Aylesbury HP21 7RT, UK","","John Hunter","Public","eree","1693732617062x471757890765978050","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Jan 8, 2024 4:08 pm","","(App admin)","1676965284571x791997295376236000"
"","199 Ipswich Rd, Woolloongabba QLD 4102","","Princess Alexandra Hospital","Public","","1693732615986x882941858290692200","1676964822596x317082846857919000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284572x100137223895167890"
"","","","Nepean","Public","","1693732616138x285693746376397980","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284572x177194521299068400"
"","246 Clayton Rd, Clayton VIC 3168","","Monash Medical Centre [Clayton]","Public","","1693732616298x744892341687078500","1676964822596x317082846857919000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284572x215782228213285730"
"","Burnside Dr, Liverpool NSW 2170","","Liverpool","Public","","1693732616450x701766760825777700","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284572x481940893531942700"
"","320-346 Barker St, Randwick NSW 2031","","Prince of Wales","Public","","1693732616610x942803395322827600","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284572x867683978870640800"
"","Port Rd, Adelaide SA 5000","","Royal Adelaide Hospital","Public","","1693732615689x743352174519583900","1676964822596x317082846857919000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284573x607287623162593400"
"","Butterfield St, Herston QLD 4029","","Royal Brisbane & Women's Hospital","Public","","1693732615841x278440737339811240","1676964822596x317082846857919000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284573x839331716748395800"
"","300 Grattan St, Parkville VIC 3050","","Royal Melbourne Hospital [Parkville]","Public","","1693732615393x929209089631784000","1676964822596x317082846857919000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284698x227500452688856670"
"","Reserve Rd, St Leonards NSW 2065","","Royal North Shore","Public","","1693732615542x399439257672606000","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284698x840118749492189300"
"","Hospital Ave, Nedlands WA 6009","","Sir Charles Gairdner Hospital","Public","","1693732614437x348226286896184300","1676964822596x317082846857919000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x105177289253480130"
"","59 Victoria Parade, Fitzroy VIC 3065","","St Vincent's Hospital [Fitzroy]","Public","","1693732614582x640826771056476300","1676964822596x317082846857919000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x219519877777859740"
"","390 Victoria St, Darlinghurst NSW 2010","","St Vincent's Darlinghurst","Public","","1693732614741x283661336445262460","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x441199072256465800"
"","","","St George","Public","","1693732614889x521942620176749600","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x481205057242894340"
"","North Block, Wellington St, North Perth WA 6906","","Royal Perth Hospital Wellington Street Campus","Public","","1693732615091x542224189966390460","1676964822596x317082846857919000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x875545388576407000"
"","","","Royal Prince Alfred","Public","","1693732615246x782376052462796700","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284699x961414784744018700"
"","627 Rode Rd, Chermside QLD 4032","","The Prince Charles Hospital","Public","","1693732614138x555557082622011300","1676964822596x317082846857919000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284700x365238749808821900"
"","55 Commercial Rd, Melbourne VIC 3004","","The Alfred","Public","","1693732614286x516761860372039200","1676964822596x317082846857919000","","","","VIC","cus_NxgWSCnQTj8PzJ","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284700x841413453059225500"
"2387493223","48 Liverpool St, Hobart TAS 7000","","Royal Hobart Hospital","Public","","1693732613690x522345487640088600","1676964822596x317082846857919000","","","","TAS","cus_NxgObZdzni2Ttb","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284703x271085278476955300"
"","Cnr Hawkesbury Road and, Darcy Rd, Westmead NSW 2145","","Westmead","Public","","1693732613834x231383435205667400","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284703x608284721206441700"
"","Loftus St, Wollongong NSW 2500","","Wollongong","Public","","1693732613990x949525843616406400","1676964822596x317082846857919000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284703x985889487950227600"
"","","","Bundoora Extended Care Centre","Public","","1693732613546x940187280140879900","1676964822596x802915228103574000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284709x158533183013771940"
"","","","Calvary","Public","","1693732613039x265975400676109020","1676964822596x802915228103574000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284710x505759741981624640"
"","","","Hampstead Rehabilitation Centre","Public","","1693732613194x824840398535506800","1676964822596x802915228103574000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284710x694804189364689400"
"","","","Grace McKellar Centre [Geelong]","Public","","1693732613387x489190465514524100","1676964822596x802915228103574000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284710x795395420143030900"
"","","","Royal Rehabilitation","Public","","1693732612573x325217323003162100","1676964822596x802915228103574000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284711x105815949981651780"
"","34-54 Poplar Rd, Parkville VIC 3052","","Royal Melbourne Hospital - Royal Park Campus","Public","","1693732612724x152367559589696740","1676964822596x802915228103574000","","","","VIC","cus_NmU6g5404aMQ9c","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284711x281659027795147170"
"","400 Warrigal Rd, Cheltenham VIC 3192","","Kingston Centre [Cheltenham]","Public","","1693732612879x635860670963905200","1676964822596x802915228103574000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284711x833072624645221400"
"","","","St Margaret's Hospital","Public","","1693732611734x893179075100079600","1676964822596x802915228103574000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284715x205578989802322600"
"","","","Royal Talbot Rehabilitation Centre [Kew]","Public","","1693732611977x947893266352352300","1676964822596x802915228103574000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284715x297929386425837000"
"","","","Waverley War Memorial","Public","","1693732612125x876901924080816500","1676964822596x802915228103574000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284715x467679688168953100"
"","","","Lourdes Dubbo","Public","","1693732612273x534411472579721540","1676964822596x802915228103574000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284715x615486053707582600"
"","24 Separation St, Mornington VIC 3931","","The Mornington Centre","Public","","1693732612421x119242046515355420","1676964822596x802915228103574000","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284715x819355951041925900"
"","34 Bungay Rd, Wingham NSW 2429","","Wingham","Public","","1693732611586x993176449886169500","1676964822596x802915228103574000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284716x404545492364572600"
"","580 Lower North East Rd, Campbelltown SA 5074","","Oakden Hospital","Public","","1693732611435x873265010867319000","1676964822602x424357869006583700","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284760x751560858095265500"
"","","","Selby Authorised Lodge","Public","","1693732611283x225002265325676260","1676964822602x424357869006583700","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284761x444791059755119700"
"","","","Charters Towers Rehabilitation Unit","Public","","1693732611130x757091581705595400","1676964822602x313669960101993000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284804x242100379249050800"
"","","","Kirwan Mental Health Rehabilitation Unit","Public","","1693732610978x507691694764713400","1676964822602x313669960101993000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284805x132520456679377620"
"","209 Taralga Rd, Goulburn NSW 2580","","Kenmore","Public","","1693732610502x649412632321362300","1676964822602x313669960101993000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284806x545729487500787800"
"12312","123 Edward St, Toronto, ON M5G 0A8, Canada","","Baillie Henderson Hospital","Public","","1693732610658x516907509372910100","1676964822602x313669960101993000","","","","QLD","","Feb 21, 2023 6:41 pm","Apr 23, 2024 11:05 pm","","(App admin)","1676965284806x678134134182664800"
"","","","The Park Centre for Mental Health","Public","","1693732610813x114424653478109920","1676964822602x313669960101993000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284806x700960011673116000"
"","Eucalyptus Dr, Morisset NSW 2264","","Morisset","Public","","1693732610354x783853676710194000","1676964822602x313669960101993000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284807x196554967295824000"
"","","","Bentley Hospital","Public","","1693732610202x958467939440583600","1676964822602x257520733872109730","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284853x768619350258586000"
"","720 Swanston St, Carlton VIC 3053","","Dental Health Services VICtoria","Public","","1693732610053x700536443732041600","1676964822602x257520733872109730","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284854x698011079830641200"
"","195-209 Barries Rd, Melton West VIC 3337","","Melton Health","Public","","1693732609439x435747463518245250","1676964822602x257520733872109730","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284855x229468560181302240"
"","33 Jacksons Rd, Mount Eliza VIC 3930","","Mount Eliza Aged Care & Rehabilitation Service","Public","","1693732609594x175736800123458720","1676964822602x257520733872109730","","","","VIC","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284855x257645279164941060"
"","112 Burelli St, Wollongong NSW 2500","","Illawarra Mental Health Services","Public","","1693732609757x489595402808851140","1676964822602x257520733872109730","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284855x268417346137173730"
"","","","Pregnancy Advisory Centre","Public","","1693732609910x258275120082361860","1676964822602x257520733872109730","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284855x969213785292832000"
"","","","Sydney Dental","Public","","1693732609140x166686284260002300","1676964822602x257520733872109730","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284985x315806687794629060"
"","","","Wentworth Psychiatric Services","Public","","1693732609289x638472982045160200","1676964822602x257520733872109730","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284985x638247174390717800"
"","","","Statewide Mental Health Services","Public","","1693732608989x381740370943825860","1676964822602x257520733872109730","","","","TAS","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284986x703241262460272600"
"","","","Alpha Hospital","Public","","1693732608482x336611538961567360","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284992x265160067422285600"
"","Burketown QLD 4830","","Burketown Health Clinic","Public","","1693732608626x333197848729079900","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284992x768691228020834000"
"","Cavanagh St, Augathella QLD 4477","","Augathella Hospital","Public","","1693732608838x901186410946560400","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284992x896973523781463600"
"","","","Camooweal Health Clinic","Public","","1693732607884x420244976958337150","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284993x459001461469500600"
"","12 Matheson St, Dajarra QLD 4825","","Dajarra Health Clinic","Public","","1693732608034x371047737890748400","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284993x522640915129361150"
"","","","Coen Primary Health Care Centre","Public","","1693732608178x193750185280403550","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284993x620003485729717000"
"","16-24 Richards Ave, Wudinna SA 5652","","Central Eyre Peninsula Hospital (Wudinna)","Public","","1693732608333x301247659599052540","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284993x845572997464472600"
"","Memorial Dr, Elliston SA 5670","","Elliston Hospital","Public","","1693732607729x987780278781760600","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284995x100323744751754200"
"","Lagoon Rd, Lord Howe Island NSW 2898","","Gower Wilson (MPS)","Public","","1693732607110x217186589690609340","1676964822602x377690248686196000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284996x289719364253434100"
"","Whitemark TAS 7255","","Flinders Island MPC","Public","","1693732607266x609960601873845800","1676964822602x377690248686196000","","","","TAS","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284996x495051165011352700"
"","Karumba Hospital, 140/160 Walker St, Karumba QLD 4891","","Karumba Health Clinic","Public","","1693732607418x228307483292290430","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284996x541431992336492540"
"","","","Kowanyama Primary Health Care Centre","Public","","1693732607573x747159315656291500","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284996x665125539041693000"
"","2 Paytam St, Lockhart River QLD 4892","","Lockhart River Primary Health Care Centre","Public","","1693732606361x722449769352625000","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284997x307341564472640060"
"","77 Black Oak Dr, Leigh Creek SA 5731","","Leigh Creek Health Services","Public","","1693732606510x645621014134498000","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284997x418518567593672900"
"","","","Laura Primary Health Care Centre","Public","","1693732606658x778448914903744300","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284997x664238040723738000"
"","967 Sadie Canning Dr, Leonora WA 6438","","Leonora Hospital","Public","","1693732606806x999263956406192500","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284997x802855530649382100"
"","Beria Road, 2 Beria Rd, Laverton WA 6440","","Laverton Hospital","Public","","1693732606958x646488881427818600","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965284997x958573693953881300"
"","","","Oodnadatta Hospital","Public","","1693732606203x205589945403723560","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285002x884351792308450900"
"","Martin St, Ravensthorpe WA 6346","","Ravensthorpe Hospital","Public","","1693732605408x630397899945747100","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285003x332664055160665400"
"","Rocklea Road, Rocklea Rd, Paraburdoo WA 6754","","Paraburdoo Hospital","Public","","1693732605558x329598705430439700","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285003x538619824676797500"
"","30 Gyrica St, Quilpie QLD 4480","","Quilpie Hospital","Public","","1693732605745x334058141343271300","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285003x581179323823856100"
"","","","Pormpuraaw Primary Health Care Centre","Public","","1693732605899x661164779176577500","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285003x606894852645302000"
"","","","Richmond Hospital","Public","","1693732606050x145290860978885000","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285003x922054312153612400"
"","38 Dunstall Street, Bruce Rock WA 6418","","Bruce Rock Memorial Hospital","Public","","1693732604798x917804902676166100","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285004x109190202963886260"
"","9 Ross St, Wilcannia NSW 2836","","Wilcannia (MPS)","Public","","1693732604948x757661906100306300","1676964822602x377690248686196000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285004x130953477699366830"
"","42-44 Hampton St, 42-44 Hampton St, Roebourne WA 6718","","Roebourne Hospital","Public","","1693732605102x212250740069089400","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285004x662351377623454500"
"","Woomera SA 5720","","Woomera Community Hospital","Public","","1693732605253x821967589385061100","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285004x957376657575992600"
"","62 Walgett St, Collarenebri NSW 2833","","Collarenebri (MPS)","Public","","1693732604650x796485741295470700","1676964822602x377690248686196000","","","","NSW","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285006x997475978928426000"
"","McIntyre St, Dumbleyung WA 6350","","Dumbleyung Memorial Hospital","Public","","1693732604182x278771868430430800","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285007x484143752451995840"
"","49 Kirkwood St, Corrigin WA 6375","","Corrigin Hospital","Public","","1693732604334x892951615972048500","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285007x633745506794930400"
"","Gnowangerup WA 6335","","Gnowangerup Hospital","Public","","1693732603242x770638319030185800","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285007x955894165272603000"
"","17 South Terrace, Cowell SA 5602","","Cowell District Hospital","Public","","1693732604496x753849401279185700","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285007x993680628870924500"
"","Aerodrome Rd, Hope Vale QLD 4895","","Hopevale Medical Centre","Public","","1693732603397x946947816798405400","1676964822602x377690248686196000","","","","QLD","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285008x300341596599900800"
"","Hawker Orroroo Rd, Hawker SA 5434","","Hawker Memorial Hospital","Public","","1693732603555x668626113337222900","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285008x327472074220740200"
"","","","Kimba District Health & Aged Care","Public","","1693732603710x168502645362100800","1676964822602x377690248686196000","","","","SA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285008x704483387504576000"
"","130 Graham St, Kondinin WA 6367","","Kondinin Hospital","Public","","1693732603867x606690582777922600","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285008x884520927663304600"
"","5 Kaiber St, Kalbarri WA 6536","","Kalbarri Health Centre","Public","","1693732604028x941566426775287000","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965285008x900520266486526400"
"","","","May Shaw District Nursing Centre","Public","","1693732602754x342512078865625100","1676964822602x377690248686196000","","","","TAS","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965291654x187891147034239700"
"","Leake St, Kununoppin WA 6489","","Kununoppin Hospital","Public","","1693732602917x882439762375256400","1676964822602x377690248686196000","","","","WA","","Feb 21, 2023 6:41 pm","Sep 3, 2023 7:16 pm","","(App admin)","1676965291654x526370100701291970"
